FID,LANDMARKNA,STNO,STNAME,SUFFIX,OWNERSHIP,CITY,UNITID,SERVSTAT,LAT,LONG,nBaseball,nBasket,nBocce,nCricket,nIceRink,nPlaySite,nSoccer,nSoftball,nSprayPad,nTennis
440,NOT YET NAMED (P-479)* (SE OF MILLCREEK DR AND SOUTHFIELD RD),6351,MILLCREEK,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-479,OPEN,43.586715,-79.736602,0,0,0,0,0,0,0,0,0,0
441,MILLSTONE PARK,7010,OLD MILL,LANE,CITY OF MISSISSAUGA,MISSISSAUGA,P-478,OPEN,43.625569,-79.729927,0,0,0,0,0,0,0,0,0,0
442,EDEN WOODS,6647,TENTH LINE WEST,,CITY OF MISSISSAUGA,MISSISSAUGA,P-207,OPEN,43.577726,-79.76616,0,0,0,0,0,1,1,1,0,0
443,EDENGROVE,3071,TOURS,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-205,OPEN,43.573334,-79.755038,0,0,0,0,0,1,0,0,0,0
444,ADAMSON ESTATE,850,ENOLA,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-169,OPEN,43.562583,-79.568132,0,0,0,0,0,0,0,0,0,0
445,WINDY HOLLOW,3271,SOUTH MILLWAY,,CITY OF MISSISSAUGA,MISSISSAUGA,P-168,OPEN,43.543002,-79.671343,0,0,0,0,0,0,0,0,0,0
446,KNOTTY PINE PARK,835,KNOTTY PINE GROVE,,CITY OF MISSISSAUGA,MISSISSAUGA,P-431,OPEN,43.636408,-79.731071,0,0,0,0,0,1,1,1,0,0
447,BRAEBEN GOLF COURSE,5650,TERRY FOX,WAY,CITY OF MISSISSAUGA,MISSISSAUGA,P-430,OPEN,43.598955,-79.695874,0,0,0,0,0,0,0,0,0,0
448,HARDING WATERFRONT ESTATE,2700,LAKESHORE,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-389,OPEN,43.484602,-79.623738,0,0,0,0,0,0,0,0,0,0
449,NOT YET NAMED (P-388) *(SE OF BLACKHEATH RIDGE),6688,SECOND LINE WEST,,CITY OF MISSISSAUGA,MISSISSAUGA,P-388,OPEN,43.617569,-79.720427,0,0,0,0,0,0,0,0,0,0
450,NOT YET NAMED (P-353) *(SE OF EGLINGTON AND 403),4555,CAWTHRA,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-353,OPEN,43.621469,-79.631924,0,0,0,0,0,0,0,0,0,0
451,HOWARD P. MORGAN MEMORIAL PARK,1475,DUNDAS,ST,CITY OF MISSISSAUGA,MISSISSAUGA,P-352,OPEN,43.551304,-79.64933,0,0,0,0,0,0,0,0,0,0
452,SAIGON PARK,240,MATHESON,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-317,WIP,43.617384,-79.678756,0,0,0,0,0,0,0,0,0,0
453,MAPLE GROVE,7075,MILLCREEK,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-316,OPEN,43.598685,-79.763505,0,0,0,0,0,0,0,0,0,0
454,MOHAWK PARK,2409,DELKUS,CRES,CITY OF MISSISSAUGA,MISSISSAUGA,P-061,OPEN,43.58567,-79.593199,0,0,0,0,0,1,0,0,0,0
455,ERINDALE PARK,1695,DUNDAS,ST,CITY OF MISSISSAUGA,MISSISSAUGA,P-060,OPEN,43.553582,-79.659648,0,0,0,0,0,1,0,0,0,0
456,BOUGH BEECHES PARK,1780,BOUGH BEECHES,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-136,OPEN,43.636396,-79.600866,0,0,0,0,0,0,0,0,0,0
458,BIRCH GLEN,1406,BRAMBLEWOOD,LANE,CITY OF MISSISSAUGA,MISSISSAUGA,P-099,OPEN,43.524692,-79.619458,0,0,0,0,0,0,0,0,0,0
460,ALAN BRADLEY PARK,749,MELTON,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-034,OPEN,43.589001,-79.589436,0,0,0,0,0,0,0,0,0,0
461,MARVIN HEIGHTS,7363,REDSTONE,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-033,OPEN,43.716209,-79.650829,0,0,0,0,0,1,1,0,0,0
462,ERIN MILLS ATHLETIC FIELDS,4419,HAYDOCK PARK,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-265,OPEN,43.557152,-79.694604,0,0,0,0,0,0,2,0,0,0
463,ERIN MILLS TWIN ARENA GROUNDS,3205,UNITY,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-264,OPEN,43.536855,-79.712829,0,0,0,0,0,0,1,0,0,0
464,NOT TO BE NAMED (P-258) *(SE OF DERRY AND 410| ALONG TOMKEN),6870,TOMKEN,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-258,OPEN,43.662643,-79.686387,0,0,0,0,0,0,0,0,0,0
465,HERITAGE HILLS PARK,315,HUNTINGTON RIDGE,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-256,OPEN,43.598227,-79.657391,0,0,2,0,1,1,2,1,0,0
466,COOKSVILLE PARK,106,KING,ST,CITY OF MISSISSAUGA,MISSISSAUGA,P-071,OPEN,43.581286,-79.612455,0,0,0,0,0,1,0,0,0,0
467,WOODEDEN PARK,1538,WOODEDEN,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-146,OPEN,43.544151,-79.619724,0,0,0,0,0,0,0,0,0,0
468,LOCHLIN GREEN,1577,LOCHLIN,TR,CITY OF MISSISSAUGA,MISSISSAUGA,P-172,OPEN,43.573117,-79.591989,0,0,0,0,0,0,0,0,0,0
469,STATION WAY,26,YORK,ST,JOINT OWNERSHIP,MISSISSAUGA,P-144,OPEN,43.704953,-79.650797,0,0,0,0,0,0,0,0,0,0
470,NOT YET NAMED (P-486)*,70,MISSISSAUGA,RD,,MISSISSAUGA,P-486,OPEN,43.543166,-79.585432,0,0,0,0,0,0,0,0,0,0
471,NOT TO BE NAMED (P-491)* (NE OF DUNDAS ST E AND SOUTHCREEK RD),2275,DUNDAS,ST,CITY OF MISSISSAUGA,MISSISSAUGA,P-491,OPEN,43.627984,-79.565542,0,0,0,0,0,0,0,0,0,0
472,PROMONTORY WOODS,3870,PROMONTORY,CRES,CITY OF MISSISSAUGA,MISSISSAUGA,P-209,OPEN,43.55793,-79.671506,0,0,0,0,0,1,0,0,0,0
473,KINDREE GATE,6252,KINDREE,CIR,CITY OF MISSISSAUGA,MISSISSAUGA,P-208,OPEN,43.56902,-79.756773,0,0,0,0,0,0,0,0,0,0
474,SHERIDAN CREEK TRAIL,2280,TRUSCOTT,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-171,OPEN,43.515593,-79.64974,0,0,0,0,0,0,0,0,0,0
475,KOGAYDIWIN TRAIL,2560,BENEDET,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-170,OPEN,43.50854,-79.658999,0,0,0,0,0,0,0,0,0,0
476,DERRY WEST GREENBELT,200,DERRY,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-433,OPEN,43.641515,-79.709003,0,0,0,0,0,0,0,0,0,0
477,HIGHLAND VIEW PARK,5742,HEATHERLEIGH,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-432,OPEN,43.602979,-79.692332,0,0,0,0,0,1,0,0,0,0
478,OLD RIDGE PARK,6965,HISTORIC,TR,CITY OF MISSISSAUGA,MISSISSAUGA,P-391,OPEN,43.624566,-79.728503,0,0,0,0,1,1,1,0,0,0
479,PICKWICK GREEN,1335,PICKWICK,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-390,OPEN,43.596876,-79.701183,0,0,0,0,0,1,0,0,0,0
480,TROOPER MARC DIAB MEMORIAL PARK,5514,WHITEHORN,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-355,OPEN,43.589561,-79.69753,0,0,0,0,0,1,1,0,0,0
481,NOT TO BE NAMED (P-354) *(SOUTH OF DRENKELLY CRT AND WEST OF DURIE RD),5286,DRENKELLY,CRT,CITY OF MISSISSAUGA,MISSISSAUGA,P-354,OPEN,43.577608,-79.699055,0,0,0,0,0,0,0,0,0,0
482,MANOR HILL,2225,MANOR HILL,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-319,OPEN,43.571964,-79.710268,0,0,0,0,1,1,1,1,0,0
483,SWINBOURNE MEADOWS,1129,SWINBOURNE,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-318,OPEN,43.608109,-79.706273,0,0,0,0,0,1,1,1,0,0
484,WOODGREEN,3325,TWILIGHT,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-063,OPEN,43.719624,-79.646686,0,0,0,0,1,1,0,0,0,0
485,ELMCREEK PARK,7320,DARCEL,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-062,OPEN,43.722791,-79.638603,0,3,0,0,0,0,0,0,1,0
486,AVONGATE PARK,2449,AVONGATE,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-138,OPEN,43.556161,-79.635333,0,0,0,0,0,0,0,0,0,0
487,BIRCHWOOD PARK,1547,LAKESHORE,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-137,OPEN,43.521648,-79.622114,0,2,0,0,0,0,1,5,0,0
488,HUNTER'S GREEN,2780,GANANOQUE,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-101,OPEN,43.589466,-79.763743,1,0,0,0,0,1,1,0,0,0
489,MAPLEWOOD PARK,6835,GLEN ERIN,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-100,OPEN,43.590263,-79.759855,0,0,0,0,0,0,0,0,0,0
490,CLARKSON COMMUNITY CENTRE & LIBRARY GROUNDS,2475,TRUSCOTT,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-036,OPEN,43.511375,-79.65017,0,2,0,0,0,1,0,0,1,0
491,FRED HALLIDAY MEMORIAL PARK,2187,STIR,CRES,CITY OF MISSISSAUGA,MISSISSAUGA,P-035,OPEN,43.597684,-79.576412,0,0,0,0,0,1,0,1,0,0
493,MAGRATH PARK,4206,MELIA,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-266,OPEN,43.568773,-79.673936,0,0,0,0,1,1,0,1,0,0
494,NOT TO BE NAMED (P-260) *(SW OF DERRY RD W AND ARENTIA),2413,DERRY,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-260,OPEN,43.600336,-79.765475,0,0,0,0,0,0,0,0,0,0
495,NOT TO BE NAMED (P-259) *(NE OF TOMKEN AND EGLINGTON),1083,MATHESON,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-259,OPEN,43.63586,-79.638963,0,0,0,0,0,0,0,0,0,0
216,MEADOWVALE HALL GROUNDS,6970,SECOND LINE WEST,,CITY OF MISSISSAUGA,MISSISSAUGA,P-042,OPEN,43.626187,-79.727158,0,0,0,0,0,0,0,0,0,1
54,BROOKMEDE PARK,2254,COUNCIL RING,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-078,OPEN,43.537227,-79.674112,0,0,0,0,0,1,1,0,0,2
57,MALTON VILLAGE PARK,39,BEVERLEY,ST,CITY OF MISSISSAUGA,MISSISSAUGA,P-270,OPEN,43.707382,-79.649939,1,1,0,0,0,1,0,0,0,2
130,CAMDEN PARK,495,CAMDEN,CIR,CITY OF MISSISSAUGA,MISSISSAUGA,P-183,OPEN,43.615158,-79.636922,0,0,0,0,1,1,0,0,0,2
231,CREDIT POINTE VILLAGE,4635,CREDIT POINTE,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-285,OPEN,43.57125,-79.685967,0,0,0,0,1,1,0,0,0,2
242,LAUGHTON HEIGHTS,1519,SHERWAY,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-047,OPEN,43.604001,-79.569236,0,1,0,0,1,0,0,0,0,2
275,CENTURY CITY,933,FOCAL,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-336,OPEN,43.591305,-79.677473,0,1,0,0,0,0,2,1,0,2
298,ZONTA MEADOWS,410,RATHBURN,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-294,OPEN,43.586263,-79.650884,0,0,0,0,0,0,1,0,0,2
308,STONEBROOK PARK,305,MISSISSAUGA VALLEY,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-087,OPEN,43.590452,-79.622395,0,0,0,0,0,1,0,0,0,2
322,FOUR WINDS HOLLOW,636,AVONWICK,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-342,OPEN,43.606886,-79.684152,0,0,0,0,0,1,1,0,0,2
359,BURNHAMDALE PARK,3316,CARDROSS,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-053,OPEN,43.619787,-79.588038,0,0,0,0,0,1,1,0,0,2
375,FAIRVIEW PARK,3300,PALGRAVE,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-031,OPEN,43.58203,-79.629973,0,0,0,0,0,1,1,0,0,2
387,GULLEDEN PARK,1500,GULLEDEN,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-055,OPEN,43.621189,-79.598538,0,0,0,0,0,0,0,1,0,2
459,WOODHURST HEIGHTS,3475,ASH ROW,CRES,CITY OF MISSISSAUGA,MISSISSAUGA,P-098,OPEN,43.536864,-79.691437,0,0,0,0,0,1,2,0,0,2
492,MAX WARD PARK,2380,MATHESON,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-267,OPEN,43.65751,-79.607383,0,0,0,0,0,0,0,2,0,2
241,RIVER GROVE,5800,RIVER GROVE,AVE,CITY OF MISSISSAUGA,MISSISSAUGA,P-304,OPEN,43.590287,-79.711423,1,0,0,0,0,1,0,2,0,3
45,LISGAR FIELDS,3805,DOUG LEAVENS,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-359,OPEN,43.571193,-79.774932,1,3,0,0,0,1,2,0,1,4
77,QUENIPPENON MEADOWS,2625,ERIN CENTRE,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-324,OPEN,43.563823,-79.718769,1,0,0,0,0,1,1,1,1,4
111,SETTLER'S GREEN,6440,GLEN ERIN,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-149,OPEN,43.579551,-79.751616,0,0,0,0,0,1,1,0,0,4
133,COURTNEYPARK ATHLETIC FIELDS,600,COURTNEYPARK,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-445,OPEN,43.62367,-79.705844,0,4,0,1,0,1,2,0,0,4
177,MEADOW GREEN,6595,FALCONER,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-086,OPEN,43.604131,-79.727845,1,0,0,0,1,1,0,0,0,4
200,MCKECHNIE WOODS,310,BRISTOL,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-362,OPEN,43.616456,-79.652491,0,3,0,0,0,1,0,0,1,4
382,CHURCHILL MEADOWS COMMUNITY COMMON,3370,MCDOWELL,DR,CITY OF MISSISSAUGA,MISSISSAUGA,P-423,OPEN,43.557184,-79.746816,0,2,0,0,0,2,4,0,1,4
388,GLEN EDEN PARK,7230,COPENHAGEN,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-132,OPEN,43.593064,-79.768628,0,0,0,0,0,1,0,0,0,4
425,MISSISSAUGA VALLEY,1275,MISSISSAUGA VALLEY,BLVD,CITY OF MISSISSAUGA,MISSISSAUGA,P-096,OPEN,43.596668,-79.625573,1,0,4,0,1,2,1,1,1,4
457,GARNETWOOD PARK,1996,RATHBURN,RD,CITY OF MISSISSAUGA,MISSISSAUGA,P-135,OPEN,43.638075,-79.589846,1,2,0,0,1,0,1,1,0,4
